epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.10792776942253113,0.01,0.10792776942253113,0.21414607763290405,0.21414607763290405
1,0.1991940587759018,0.009984013,0.1991940587759018,0.09993809461593628,0.09993809461593628
2,0.0926041379570961,0.009968051,0.0926041379570961,0.10483694821596146,0.10483694821596146
3,0.1037444993853569,0.009952115,0.1037444993853569,0.1255493313074112,0.1255493313074112
4,0.12514697015285492,0.009936204,0.12514697015285492,0.10282811522483826,0.10282811522483826
5,0.10231336951255798,0.00992032,0.10231336951255798,0.07582028210163116,0.07582028210163116
6,0.07543560862541199,0.009904459,0.07543560862541199,0.09564755856990814,0.09564755856990814
7,0.08266156911849976,0.009888625,0.08266156911849976,0.10156742483377457,0.10156742483377457
8,0.08702738583087921,0.009872816,0.08702738583087921,0.07283201068639755,0.07283201068639755
9,0.06617411226034164,0.0098570315,0.06617411226034164,0.06797418743371964,0.06797418743371964
10,0.06731420755386353,0.009841274,0.06731420755386353,0.07237542420625687,0.07237542420625687
11,0.07307114452123642,0.00982554,0.07307114452123642,0.07154234498739243,0.07154234498739243
12,0.0725347027182579,0.009809831,0.0725347027182579,0.06523210555315018,0.06523210555315018
13,0.0644378513097763,0.009794149,0.0644378513097763,0.06336746364831924,0.06336746364831924
14,0.0562872514128685,0.00977849,0.0562872514128685,0.07651641964912415,0.07651641964912415
15,0.061113517731428146,0.009762857,0.061113517731428146,0.08053278177976608,0.08053278177976608
16,0.06335432827472687,0.009747249,0.06335432827472687,0.06987425684928894,0.06987425684928894
17,0.055241044610738754,0.009731666,0.055241044610738754,0.061953600496053696,0.061953600496053696
18,0.05366884171962738,0.0097161075,0.05366884171962738,0.06216960772871971,0.06216960772871971
19,0.058561086654663086,0.009700574,0.058561086654663086,0.06216384842991829,0.06216384842991829
20,0.05788324773311615,0.009685066,0.05788324773311615,0.06292767077684402,0.06292767077684402
21,0.052579719573259354,0.009669582,0.052579719573259354,0.06857721507549286,0.06857721507549286
22,0.05259869620203972,0.009654123,0.05259869620203972,0.07400378584861755,0.07400378584861755
23,0.05591346323490143,0.0096386885,0.05591346323490143,0.07105643302202225,0.07105643302202225
24,0.05358383432030678,0.009623279,0.05358383432030678,0.06458060443401337,0.06458060443401337
25,0.050389762967824936,0.009607894,0.050389762967824936,0.06166715919971466,0.06166715919971466
26,0.051919057965278625,0.009592534,0.051919057965278625,0.06111018732190132,0.06111018732190132
27,0.052971020340919495,0.009577198,0.052971020340919495,0.0606810487806797,0.0606810487806797
28,0.05022618547081947,0.009561887,0.05022618547081947,0.06261487305164337,0.06261487305164337
29,0.048267338424921036,0.0095466,0.048267338424921036,0.0660102441906929,0.0660102441906929
30,0.04964037612080574,0.009531338,0.04964037612080574,0.06545071303844452,0.06545071303844452
31,0.049288392066955566,0.0095160995,0.049288392066955566,0.061116304248571396,0.061116304248571396
32,0.04689038172364235,0.009500886,0.04689038172364235,0.05791493132710457,0.05791493132710457
33,0.04708473011851311,0.009485697,0.04708473011851311,0.05692088603973389,0.05692088603973389
34,0.04794701561331749,0.009470532,0.04794701561331749,0.056843098253011703,0.056843098253011703
35,0.0464186891913414,0.009455391,0.0464186891913414,0.05858341604471207,0.05858341604471207
36,0.04549364000558853,0.009440275,0.04549364000558853,0.06057501584291458,0.06057501584291458
37,0.04643914848566055,0.009425183,0.04643914848566055,0.059362467378377914,0.059362467378377914
38,0.045630428940057755,0.009410114,0.045630428940057755,0.056404706090688705,0.056404706090688705
39,0.04444297403097153,0.00939507,0.04444297403097153,0.05475236475467682,0.05475236475467682
40,0.04511396959424019,0.00938005,0.04511396959424019,0.05461302027106285,0.05461302027106285
41,0.04445503652095795,0.009365054,0.04445503652095795,0.056103650480508804,0.056103650480508804
42,0.04337469860911369,0.009350082,0.04337469860911369,0.05781533196568489,0.05781533196568489
43,0.04395779222249985,0.009335133,0.04395779222249985,0.056490082293748856,0.056490082293748856
44,0.04296230897307396,0.00932021,0.04296230897307396,0.05423152819275856,0.05423152819275856
45,0.04254169389605522,0.009305309,0.04254169389605522,0.05343165621161461,0.05343165621161461
46,0.04288695380091667,0.009290433,0.04288695380091667,0.05402429774403572,0.05402429774403572
47,0.04183511435985565,0.00927558,0.04183511435985565,0.05572427064180374,0.05572427064180374
48,0.04209894314408302,0.00926075,0.04209894314408302,0.05503914877772331,0.05503914877772331
49,0.04167679324746132,0.009245945,0.04167679324746132,0.05269186198711395,0.05269186198711395
50,0.04122798517346382,0.009231163,0.04122798517346382,0.05189633369445801,0.05189633369445801
51,0.041490014642477036,0.009216405,0.041490014642477036,0.05278375372290611,0.05278375372290611
52,0.0406842976808548,0.009201671,0.0406842976808548,0.05383436009287834,0.05383436009287834
53,0.041145436465740204,0.00918696,0.041145436465740204,0.05188751220703125,0.05188751220703125
54,0.04035738483071327,0.009172273,0.04035738483071327,0.050371915102005005,0.050371915102005005
55,0.04096657410264015,0.009157609,0.04096657410264015,0.05137025937438011,0.05137025937438011
56,0.04016215354204178,0.009142968,0.04016215354204178,0.0522775873541832,0.0522775873541832
57,0.04055904969573021,0.009128352,0.04055904969573021,0.05020342022180557,0.05020342022180557
58,0.04000035673379898,0.009113758,0.04000035673379898,0.049603112041950226,0.049603112041950226
59,0.040245845913887024,0.009099187,0.040245845913887024,0.05125535652041435,0.05125535652041435
60,0.04009769856929779,0.00908464,0.04009769856929779,0.05047955736517906,0.05047955736517906
61,0.03974025323987007,0.009070116,0.03974025323987007,0.04905730485916138,0.04905730485916138
62,0.040290698409080505,0.009055615,0.040290698409080505,0.05035604164004326,0.05035604164004326
63,0.039643801748752594,0.009041138,0.039643801748752594,0.05052388831973076,0.05052388831973076
64,0.03970297425985336,0.009026684,0.03970297425985336,0.048839472234249115,0.048839472234249115
65,0.039722926914691925,0.009012253,0.039722926914691925,0.049383290112018585,0.049383290112018585
66,0.039261478930711746,0.0089978445,0.039261478930711746,0.049912143498659134,0.049912143498659134
67,0.03935827687382698,0.00898346,0.03935827687382698,0.04855189844965935,0.04855189844965935
68,0.03913899511098862,0.008969097,0.03913899511098862,0.04875262826681137,0.04875262826681137
69,0.038935787975788116,0.008954759,0.038935787975788116,0.049193643033504486,0.049193643033504486
70,0.03893043473362923,0.008940442,0.03893043473362923,0.04832245409488678,0.04832245409488678
71,0.03878895565867424,0.008926149,0.03878895565867424,0.048521216958761215,0.048521216958761215
72,0.03864787891507149,0.008911879,0.03864787891507149,0.048926856368780136,0.048926856368780136
73,0.03860116004943848,0.008897631,0.03860116004943848,0.04808339849114418,0.04808339849114418
74,0.038516025990247726,0.008883406,0.038516025990247726,0.04858017340302467,0.04858017340302467
75,0.03834562748670578,0.008869205,0.03834562748670578,0.0486636720597744,0.0486636720597744
76,0.03827757388353348,0.008855025,0.03827757388353348,0.04796060174703598,0.04796060174703598
77,0.03824729844927788,0.008840868,0.03824729844927788,0.04854229465126991,0.04854229465126991
78,0.03811296820640564,0.0088267345,0.03811296820640564,0.04832358658313751,0.04832358658313751
79,0.038011010736227036,0.008812623,0.038011010736227036,0.047698087990283966,0.047698087990283966
80,0.037994805723428726,0.008798534,0.037994805723428726,0.0482996329665184,0.0482996329665184
81,0.03788246214389801,0.008784467,0.03788246214389801,0.04778926819562912,0.04778926819562912
82,0.037755656987428665,0.008770424,0.037755656987428665,0.04735443741083145,0.04735443741083145
83,0.03771215304732323,0.008756402,0.03771215304732323,0.047920454293489456,0.047920454293489456
84,0.037630435079336166,0.008742403,0.037630435079336166,0.0472840890288353,0.0472840890288353
