,inv_yhat_train,inv_y_train
0,31.015467589468305,27.799998567784215
1,30.774717572162363,28.700000238702632
2,30.81941770880257,29.100000375104134
3,32.08591657888662,28.39999877238647
4,31.104697360869615,28.200001432215785
5,30.690503284036694,28.700000238702632
6,29.84940523829513,28.700000238702632
7,29.718694405731046,28.39999877238647
8,29.464772095253263,27.799998567784215
9,29.778567845596225,27.699999897698873
10,31.29882534435412,27.699999897698873
11,31.31167163793312,27.799998567784215
12,31.13950020443175,29.799999249791732
13,31.53329407243397,28.39999877238647
14,31.133251651566454,29.999999317992483
15,30.665528168785947,28.900000306903383
16,30.454617344337752,28.700000238702632
17,30.646676117017485,28.200001432215785
18,31.65164556478577,29.799999249791732
19,31.093759324321514,29.999999317992483
20,30.951032883333408,29.200001773219544
21,30.991519577537264,28.39999877238647
22,30.95127158596415,28.200001432215785
23,31.274893700603474,30.700000920710146
24,34.169452269533465,28.700000238702632
25,32.47336368494117,30.59999952259474
26,31.933080058475323,29.70000057970639
27,31.80120572108825,29.999999317992483
28,32.774948772710424,29.200001773219544
29,32.2361628347506,32.09999867008534
30,32.174246100366275,34.69999955669511
31,32.06561321512324,38.79999959079549
32,32.18251339548013,43.20000109121202
33,32.56465857510216,45.59999918159098
34,32.671830600245045,47.40000252342781
35,32.857653096194774,44.09999730607031
36,32.985925069880196,42.59999815857971
37,33.03377744526122,42.29999942029361
38,33.30626945639568,44.09999730607031
39,33.572991683941346,43.40000115941278
40,34.973308612834224,47.199999727196996
41,35.320960580306554,39.70000126171391
42,35.12955653484257,38.9000009889109
43,35.211501101953644,41.000000341003755
44,35.272685360265356,45.50000051150564
45,36.86901397740304,48.999997612973694
46,37.11818133147646,48.0
47,37.07035350836602,42.09999935209286
48,37.511822429795,45.30000044330489
49,37.575666517420686,41.20000040920451
50,38.51742887258361,42.79999822678046
51,38.70716609167749,43.69999989769887
52,38.73261042809953,48.20000279623082
53,42.249813215191445,49.20000040920451
54,42.53841151583332,46.900003716940965
55,43.163712835279156,49.20000040920451
56,41.98299141454838,45.50000051150564
57,44.14077726350622,46.2000021142233
58,43.61571195276143,51.599995771553395
