,inv_yhat_train,inv_y_train
0,29.181431390555357,27.799998567784215
1,29.892557217873097,28.700000238702632
2,30.65806632454896,29.100000375104134
3,31.860845232375308,28.39999877238647
4,31.404158677232783,28.200001432215785
5,31.456109917787405,28.700000238702632
6,30.841759593032474,28.700000238702632
7,30.237806472865138,28.39999877238647
8,29.740183780565445,27.799998567784215
9,29.07000159248755,27.699999897698873
10,29.707265323771132,27.699999897698873
11,29.883535622446097,27.799998567784215
12,29.867135387699108,29.799999249791732
13,30.314979033383928,28.39999877238647
14,29.961864867712706,29.999999317992483
15,29.453076348354436,28.900000306903383
16,29.10557305852068,28.700000238702632
17,28.866686967757072,28.200001432215785
18,29.563550653891756,29.799999249791732
19,29.186149518553844,29.999999317992483
20,28.972876902076337,29.200001773219544
21,28.709613816653874,28.39999877238647
22,28.647482931909394,28.200001432215785
23,28.64238424371675,30.700000920710146
24,31.14173309704046,28.700000238702632
25,29.88570713437833,30.59999952259474
26,29.50140544698943,29.70000057970639
27,29.308825620567163,29.999999317992483
28,30.239775428564997,29.200001773219544
29,29.884674574998492,32.09999867008534
30,29.54327661645159,34.69999955669511
31,29.441399697666068,38.79999959079549
32,30.30918878956965,43.20000109121202
33,31.123882914313597,45.59999918159098
34,31.28879574181787,47.40000252342781
35,31.32385843024376,44.09999730607031
36,31.264431023294307,42.59999815857971
37,31.055607823853826,42.29999942029361
38,30.98408023954832,44.09999730607031
39,30.926859126914437,43.40000115941278
40,32.57974867341013,47.199999727196996
41,33.08664803194796,39.70000126171391
42,32.82592815255417,38.9000009889109
43,32.77113498667869,41.000000341003755
44,32.7552169312458,45.50000051150564
45,34.7244481621432,48.999997612973694
46,34.686944568816095,48.0
47,34.48747237443304,42.09999935209286
48,35.112091686362476,45.30000044330489
49,35.06917295335512,41.20000040920451
50,35.26735615353217,42.79999822678046
51,35.40081820441743,43.69999989769887
52,35.52086925950011,48.20000279623082
53,40.350052633930076,49.20000040920451
54,41.06990611143525,46.900003716940965
55,41.746081099559795,49.20000040920451
56,40.32276960524382,45.50000051150564
57,41.65314257128428,46.2000021142233
58,40.69702941396117,51.599995771553395
59,41.638761760793365,54.299998056278575
60,41.090892846730064,54.10000071610789
61,41.28864501815674,53.09999764707407
62,41.6886969871295,52.80000163681804
63,42.493704559117944,50.89999962489587
64,42.86364862427149,50.20000347823834
65,43.30010888249999,52.59999884058722
66,43.95316654384848,60.200001432215785
67,45.97365200361873,55.99999727196993
68,48.459520296373185,60.400004228446605
69,48.16365179560644,53.79999924979173
70,48.95338649127252,52.100000034100376
71,50.694527128383484,52.80000163681804
72,52.49278725900838,57.0999990110891
73,54.29013895562143,63.40000252342781
74,54.740992300476144,72.00000272803007
75,55.549602236166244,68.59999884058722
76,57.11373191443943,78.19999665816317
77,70.69387649321283,84.80000163681804
78,67.63028781740203,75.6999971696688
79,70.66034354764624,89.30000180731992
80,73.88791956676154,84.80000163681804
81,76.26128389960986,105.00000034100376
82,79.63119761542892,115.9999959079549
83,78.8714521542742,105.00000034100376
84,81.65307164250257,105.00000034100376
85,92.54026862230049,115.9999959079549
86,89.61136824688946,123.99999863598497
87,90.28345664597569,136.00000272803007
88,101.08505895443474,137.99999795397744
89,103.68307110712666,128.0
90,102.91930998571536,115.9999959079549
91,100.05376538054826,113.00000306903382
