,inv_yhat_test,inv_y_test
0,32.82493855964787,32.40000286443157
1,31.819724953188707,31.199999727196992
2,31.205854079717813,31.700001261713904
3,31.350618359164937,32.900001670918414
4,31.61557964330325,32.40000286443157
5,31.223123874048216,31.199999727196992
6,31.465775328309892,32.09999867008534
7,31.194302236404948,31.500001193513153
8,31.2472110155126,30.29999805627858
9,33.18227230582308,30.79999959079549
10,36.17489673553692,38.700000920710146
11,33.90563402999265,30.59999952259474
12,33.31369106218919,33.59999781757595
13,32.75180416563371,31.79999993179925
14,34.38472930610168,31.199999727196992
15,35.2842985842547,32.29999873828609
16,36.043434330689756,36.000001364015034
17,36.752447980729194,37.70000057970639
18,35.0676548046236,36.79999890878798
19,34.321654522954496,35.599998499583464
20,34.247662163484705,35.599998499583464
21,34.12223279712766,37.70000057970639
22,36.597382659754295,40.49999880648684
23,36.60835616069325,41.000000341003755
24,35.48758592868452,38.9000009889109
25,35.314563349802675,40.900001670918414
26,35.19293958538717,45.40000184142029
27,35.41596968340188,47.90000132991466
28,35.73712293083182,52.000001364015034
29,36.57049519542755,54.299998056278575
30,41.164713340305724,57.300001807319916
31,42.393081170147575,55.20000245522706
32,42.60361143440162,53.39999911339023
33,40.57717750507328,53.09999764707407
34,39.602950228114466,50.40000081840902
35,39.06131622676614,52.400001500416536
36,41.15264453529542,49.400003205435326
37,40.91632620283108,49.400003205435326
38,40.92955714864934,47.79999720376918
39,40.89918871795886,43.40000115941278
40,42.31560102423889,41.7999978857767
41,44.18679913071322,42.69999955669511
42,45.202042339708626,43.999998635984966
43,44.50617097451031,46.900003716940965
44,47.28448954635929,50.70000228472518
45,47.948824883999045,50.70000228472518
46,49.15143601797635,54.00000204602255
47,51.19057301930525,48.999997612973694
48,50.01151024085436,45.99999931799248
49,49.0855813721923,50.40000081840902
50,52.62281062799593,49.7999978857767
51,53.18950431352704,48.70000160271766
52,52.96535299515536,47.50000119351316
53,54.513733755859725,48.89999894288835
54,54.162963650022384,47.29999839728234
55,52.9879083477379,44.09999730607031
56,53.51963141585784,43.20000109121202
57,54.44669787305726,46.49999812447933
58,55.943308807206364,48.59999747657219
59,57.475485069320946,45.20000177321954
60,59.13326801974684,48.49999880648684
