,epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
68,68,0.0845102816820144,0.0009855981,0.0481106303632259,0.0918018966913223,0.0561179928481578
69,69,0.0836150050163269,0.0009853878,0.0479311011731624,0.0947587117552757,0.0598227456212043
70,70,0.0830459371209144,0.0009851776,0.0481099709868431,0.0962895303964614,0.0620691515505313
71,71,0.0827464163303375,0.0009849675,0.0485260337591171,0.0924300774931907,0.0588636212050914
72,72,0.0808980017900466,0.0009847573,0.0473315455019474,0.0886113345623016,0.055671751499176
73,73,0.0805731862783432,0.0009845473,0.0476336032152175,0.0900208801031112,0.0577391795814037
74,74,0.0790152475237846,0.0009843373,0.0467335507273674,0.0929712802171707,0.0613344460725784
75,75,0.0793149024248123,0.0009841273,0.04767806828022,0.0887613594532013,0.0576996132731437
76,76,0.0775030106306076,0.0009839174,0.0464412681758403,0.0842801332473754,0.0537764579057693
77,77,0.077518492937088,0.0009837075,0.0470148138701915,0.0860307365655899,0.0561239942908287
78,78,0.075642354786396,0.0009834977,0.0457356162369251,0.0890304744243621,0.0597123652696609
79,79,0.0759826898574829,0.0009832879,0.0466645807027816,0.0844890773296356,0.0557061396539211
80,80,0.074672594666481,0.0009830781,0.0458896607160568,0.0809246599674224,0.0526710264384746
81,81,0.074756383895874,0.0009828685,0.0465027466416358,0.0847045704722404,0.0570128932595253
82,82,0.0736324563622474,0.0009826588,0.0459407791495323,0.0860387980937957,0.0588744543492794
83,83,0.0737306401133537,0.0009824492,0.046566292643547,0.0801306292414665,0.0534288585186004
84,84,0.0725594758987426,0.0009822396,0.0458577014505863,0.0787921100854873,0.0525564327836036
85,85,0.0719208195805549,0.0009820301,0.0456851460039615,0.0833832323551178,0.0576269552111625
86,86,0.0712641477584838,0.0009818206,0.045507863163948,0.0800936445593833,0.05475789681077
87,87,0.0706298127770423,0.0009816112,0.045294065028429,0.0759753808379173,0.0510448515415191
88,88,0.0704309418797493,0.0009814018,0.0455004125833511,0.0817738398909568,0.0572930350899696
89,89,0.0699333697557449,0.0009811925,0.0454525649547576,0.0803767144680023,0.056307166814804
90,90,0.0690552145242691,0.0009809831,0.0449856631457805,0.0741737186908721,0.0504760034382343
91,91,0.0690332129597663,0.0009807739,0.0453354939818382,0.0783149302005767,0.0550237633287906
92,92,0.0678438618779182,0.0009805646,0.0445526950061321,0.0809028446674346,0.0579867362976074
93,93,0.0676088109612464,0.0009803555,0.0446926988661289,0.0744274407625198,0.0518337711691856
94,94,0.0672003328800201,0.0009801463,0.0446066632866859,0.0747431069612503,0.0524902790784835
95,95,0.066200241446495,0.0009799373,0.0439474135637283,0.0788531675934791,0.0569452084600925
96,96,0.0663031190633773,0.0009797283,0.0443951562047004,0.0741452574729919,0.0525491535663604
97,97,0.0652706772089004,0.0009795193,0.0436745733022689,0.0741720050573349,0.052909106016159
98,98,0.0646884888410568,0.0009793104,0.0434255897998809,0.0772590190172195,0.0563407316803932
99,99,0.0644680261611938,0.0009791015,0.0435497388243675,0.0729275196790695,0.0523161962628364
100,100,0.064274176955223,0.0009788927,0.04366285353899,0.0726949200034141,0.0523865967988967
101,101,0.0634940341114997,0.0009786838,0.0431857071816921,0.0773437917232513,0.0573395602405071
102,102,0.0636549443006515,0.0009784751,0.0436507165431976,0.0714079886674881,0.0516689680516719
103,103,0.0628670305013656,0.0009782664,0.0431280136108398,0.0729093700647354,0.0534605272114276
104,104,0.0621414855122566,0.0009780576,0.0426926426589489,0.0774863511323928,0.0583430938422679
105,105,0.0623767860233783,0.000977849,0.0432335287332534,0.0671011060476303,0.0482082590460777
106,106,0.062806524336338,0.0009776404,0.0439136810600757,0.077927216887474,0.0593524388968944
107,107,0.0623616762459278,0.0009774319,0.0437868908047676,0.0702806562185287,0.0519384667277336
108,108,0.0607702583074569,0.0009772234,0.0424280725419521,0.0687235444784164,0.0506150610744953
109,109,0.0606833584606647,0.0009770149,0.0425748713314533,0.0781939849257469,0.0603446774184703
110,110,0.0612257458269596,0.0009768065,0.0433764308691024,0.067780390381813,0.0501433014869689
111,111,0.0607202984392643,0.0009765981,0.0430832058191299,0.0736681222915649,0.0563003458082675
112,112,0.0592586919665336,0.00097638986,0.0418909154832363,0.0711419954895973,0.0540169216692447
113,113,0.0590848624706268,0.0009761816,0.0419597886502742,0.0682970508933067,0.0513977035880088
114,114,0.0590934306383132,0.0009759733,0.0421940833330154,0.0730750262737274,0.0564072839915752
115,115,0.0587392598390579,0.0009757652,0.0420715138316154,0.069772869348526,0.0533078014850616
116,116,0.0578058920800685,0.000975557,0.0413408242166042,0.0691026747226715,0.0528484620153903
117,117,0.0581483393907547,0.0009753489,0.0418941229581832,0.0720413029193878,0.0560126826167106
118,118,0.0577596276998519,0.0009751409,0.0417310073971748,0.0687232464551925,0.0529050529003143
119,119,0.0572315156459808,0.00097493286,0.0414133183658123,0.0679592341184616,0.0523474365472793
120,120,0.0573149472475051,0.0009747249,0.0417031422257423,0.0728463307023048,0.0574411116540432
121,121,0.0567374676465988,0.00097451697,0.0413322448730468,0.0658966153860092,0.0506662465631961
122,122,0.0568438619375228,0.0009743091,0.0416134856641292,0.0721642896533012,0.0571337714791297
123,123,0.0565189495682716,0.0009741013,0.0414884276688098,0.0663411021232605,0.051482368260622
124,124,0.0558672212064266,0.0009738935,0.0410084873437881,0.070417433977127,0.0557504817843437
125,125,0.0557824075222015,0.00097368576,0.0411154516041278,0.0666505843400955,0.0521555393934249
126,126,0.0552830770611763,0.0009734781,0.0407880321145057,0.0686462670564651,0.0543312728404998
127,127,0.0550521612167358,0.0009732704,0.0407371670007705,0.066065527498722,0.0519092567265033
128,128,0.0546521507203578,0.00097306276,0.0404958799481391,0.0766009241342544,0.0626335144042968
129,129,0.056583434343338,0.00097285525,0.0426160283386707,0.0585728399455547,0.0447184257209301
130,130,0.0648484751582145,0.0009726477,0.0509940609335899,0.11296908557415,0.0994052588939666
131,131,0.083415076136589,0.00097244023,0.0698512494564056,0.0838827267289161,0.070461519062519
132,132,0.0622248537838459,0.0009722328,0.0488036461174488,0.0692374408245086,0.0558339916169643
133,133,0.0869238078594207,0.0009720254,0.0735203623771667,0.0646451711654663,0.0514759272336959
134,134,0.0626200661063194,0.00097181805,0.0494508184492588,0.0999110415577888,0.0869412198662757
135,135,0.0759942457079887,0.0009716108,0.0630244240164756,0.100798025727272,0.0879176035523414
136,136,0.0762883648276329,0.0009714035,0.0634079426527023,0.0674660950899124,0.0545816682279109
137,137,0.0574950873851776,0.0009711963,0.0446106605231761,0.0631797462701797,0.0502481870353221
138,138,0.0747774764895439,0.0009709891,0.0618459172546863,0.0630828961730003,0.0502595752477645
139,139,0.055332526564598,0.000970782,0.042509201914072,0.0956409201025962,0.082937017083168
140,140,0.068086951971054,0.0009705749,0.0553830489516258,0.0884166732430458,0.0757417753338813
141,141,0.0623211711645126,0.0009703679,0.0496462695300579,0.0620177239179611,0.0493098497390747
142,142,0.0603170990943908,0.00097016094,0.0476092211902141,0.0610821098089218,0.0484675280749797
143,143,0.0616149231791496,0.00096995395,0.0490003414452075,0.0786603838205337,0.0662535205483436
144,144,0.0568881705403327,0.0009697471,0.0444813072681427,0.0857291519641876,0.0734621211886406
145,145,0.0624627619981765,0.0009695402,0.0501957274973392,0.0690882429480552,0.056878350675106
146,146,0.0546163506805896,0.0009693334,0.0424064621329307,0.059766050428152,0.0475787371397018
147,147,0.0607337951660156,0.00096912665,0.0485464856028556,0.0603131242096424,0.048202995210886
148,148,0.0567825436592102,0.0009689199,0.0446724146604537,0.073587879538536,0.0615773871541023
149,149,0.0554063133895397,0.0009687132,0.0433958247303962,0.0807470828294754,0.0687892064452171
