,inv_yhat_test,inv_y_test
0,33.185600502503135,32.40000286443157
1,32.406798387325026,31.199999727196992
2,31.699830077827286,31.700001261713904
3,31.122447288491568,32.900001670918414
4,30.9593431449208,32.40000286443157
5,30.133721213741495,31.199999727196992
6,29.992767310288528,32.09999867008534
7,29.394620120108343,31.500001193513153
8,29.04756559122038,30.29999805627858
9,30.66870700581991,30.79999959079549
10,34.120810811455954,38.700000920710146
11,32.65466242503459,30.59999952259474
12,32.00730975656083,33.59999781757595
13,30.99738211414828,31.79999993179925
14,32.11812642987138,31.199999727196992
15,33.04143911770051,32.29999873828609
16,34.12172265550539,36.000001364015034
17,35.22371858460252,37.70000057970639
18,33.76262796592281,36.79999890878798
19,32.72311756547869,35.599998499583464
20,32.08410380290801,35.599998499583464
21,31.39747773160208,37.70000057970639
22,33.49979863728078,40.49999880648684
23,33.473662745237114,41.000000341003755
24,32.22480195354233,38.9000009889109
25,31.628132673650196,40.900001670918414
26,31.10254494514784,45.40000184142029
27,30.83981246157314,47.90000132991466
28,30.688641403516908,52.000001364015034
29,31.456316566064874,54.299998056278575
30,37.59862016239281,57.300001807319916
31,39.433176733040774,55.20000245522706
32,39.8398960074939,53.39999911339023
33,37.82600828843735,53.09999764707407
34,36.62473661722226,50.40000081840902
35,35.76840525159428,52.400001500416536
36,38.50851776237426,49.400003205435326
37,38.06830373477546,49.400003205435326
38,37.962753523506585,47.79999720376918
39,37.227702190505845,43.40000115941278
40,38.330487884306976,41.7999978857767
41,40.0344686598791,42.69999955669511
42,41.141855176385896,43.999998635984966
43,41.03241343022842,46.900003716940965
44,44.4133033750165,50.70000228472518
45,44.48870203398511,50.70000228472518
46,46.43862154004799,54.00000204602255
47,49.10537595834844,48.999997612973694
48,46.92368847397067,45.99999931799248
49,46.097711898882835,50.40000081840902
50,50.467552298893885,49.7999978857767
51,51.22602377000797,48.70000160271766
52,51.022575471804274,47.50000119351316
53,51.84914948547648,48.89999894288835
54,51.31521944103346,47.29999839728234
55,49.557645150807204,44.09999730607031
56,48.588509741965865,43.20000109121202
57,47.99590795490157,46.49999812447933
58,49.05158466151455,48.59999747657219
59,48.77018836024592,45.20000177321954
